Ref,x1,y1,x2,y2,Choice,Choice R3,Choice R5,Choice R7,Choice R9,Choice [Connectivity Wgt],Choice [Connectivity Wgt] R3,Choice [Connectivity Wgt] R5,Choice [Connectivity Wgt] R7,Choice [Connectivity Wgt] R9,Choice [Connectivity Wgt][Norm],Choice [Connectivity Wgt][Norm] R3,Choice [Connectivity Wgt][Norm] R5,Choice [Connectivity Wgt][Norm] R7,Choice [Connectivity Wgt][Norm] R9,Choice [Norm],Choice [Norm] R3,Choice [Norm] R5,Choice [Norm] R7,Choice [Norm] R9,Connectivity,Control,Controllability,Entropy,Entropy R3,Entropy R5,Entropy R7,Entropy R9,Harmonic Mean Depth,Harmonic Mean Depth R3,Harmonic Mean Depth R5,Harmonic Mean Depth R7,Harmonic Mean Depth R9,Integration [HH],Integration [HH] R3,Integration [HH] R5,Integration [HH] R7,Integration [HH] R9,Integration [P-value],Integration [P-value] R3,Integration [P-value] R5,Integration [P-value] R7,Integration [P-value] R9,Integration [Tekl],Integration [Tekl] R3,Integration [Tekl] R5,Integration [Tekl] R7,Integration [Tekl] R9,Intensity,Intensity R3,Intensity R5,Intensity R7,Intensity R9,Line Length,Mean Depth,Mean Depth R3,Mean Depth R5,Mean Depth R7,Mean Depth R9,Mean Depth [Connectivity Wgt],Mean Depth [Connectivity Wgt] R3,Mean Depth [Connectivity Wgt] R5,Mean Depth [Connectivity Wgt] R7,Mean Depth [Connectivity Wgt] R9,Node Count,Node Count R3,Node Count R5,Node Count R7,Node Count R9,RA,RA R3,RA R5,RA R7,RA R9,RA [Penn],RA [Penn] R3,RA [Penn] R5,RA [Penn] R7,RA [Penn] R9,RRA,RRA R3,RRA R5,RRA R7,RRA R9,Relativised Entropy,Relativised Entropy R3,Relativised Entropy R5,Relativised Entropy R7,Relativised Entropy R9,Total Connectivity,Total Connectivity R3,Total Connectivity R5,Total Connectivity R7,Total Connectivity R9,Total Depth,Total Depth R3,Total Depth R5,Total Depth R7,Total Depth R9,xinqiao_try1_Choice_R3,xinqiao_try1_Cluster_Kmeans_850,xinqiao_try1_Integration__HH__R,xinqiao_try1_Total_Connectivity
308,67512.1651446,4388.30634382,67750.6430415,4361.40963431,35717,192,1632,4937,10373,322136,6257,28404,69932,134003,0.030368363,0.13904445,0.10631015,0.054498043,0.040735193,0.028705576,0.081841432,0.090893902,0.057194162,0.036931019,6,1.2206349,0.2,4.0905209,1.3034424,2.0500376,2.4620581,2.8018627,10.142451,17.09589,22.459862,28.03503,33.63229,0.86811459,2.4700723,1.8098893,1.4268436,1.2189547,0.86811459,2.4700723,1.8098893,1.4268436,1.2189547,0.69547975,0.76246083,0.72534019,0.71225023,0.70834196,0.44157603,0.90337592,0.74158555,0.57356328,0.48991826,239.98987,10.269962,2.4782608,3.7842104,5.3052883,6.7280002,9.5225792,2.3133333,3.6470587,5.2403245,6.4514618,1579,70,191,417,751,0.011756452,0.043478262,0.029462546,0.020748379,0.01529506,0.6261214,0.24444444,0.29466668,0.27636364,0.27967808,1.1519217,0.40484646,0.55251998,0.70084763,0.82037508,3.5189965,2.0960281,2.3992774,2.85268,3.1213274,4606,300,731,1602,2565,16206,171,719,2207,5046,198,2,2.4700723,300
309,67699.9105626,4266.58170715,67702.6714432,4378.99590877,1193,13,100,283,480,25337,735,3066,6908,12198,0.0023885665,0.055327639,0.026284995,0.01143897,0.0054486296,0.00095880823,0.026209677,0.012698413,0.0070422534,0.0028293044,3,0.75,0.30000001,4.1009173,1.1789923,1.8333535,2.3442056,2.6487317,9.4061489,7.6680498,10.596664,13.502584,16.500479,0.78402048,1.6659329,1.4439375,1.2490456,1.0925636,0.78402048,1.6659329,1.4439375,1.2490456,1.0925636,0.68816882,0.69709092,0.69310504,0.69263738,0.69439346,0.3998116,0.77813488,0.59854984,0.52482218,0.4378317,112.4481,11.264258,2.59375,4.0952382,5.4859157,7.0617495,10.515632,2.5398774,3.8861284,5.4058237,6.8955579,1579,33,127,285,584,0.013017449,0.10282258,0.049523808,0.031702582,0.020830754,0.60181427,0.16393442,0.21052632,0.24301842,0.23638721,1.2754769,0.60026425,0.69255078,0.80061126,0.91527849,3.6041272,2.259973,2.7209516,2.9537785,3.2900612,4606,163,483,1099,2116,17775,83,516,1558,4117,16,2,1.6659329,163
310,67617.0817221,4276.58178447,67756.1651486,4270.37487186,5360,26,114,376,1143,65071,651,2991,8783,22400,0.0061343648,0.1076033,0.042996068,0.01662213,0.010168412,0.0043078056,0.12380952,0.02846442,0.011253779,0.0068072183,4,1.2,0.40000001,4.0610147,1.4583882,1.8347858,2.2083986,2.5249033,9.4031811,7.8805971,10.499337,13.428379,16.436527,0.77365541,1.6071428,1.2886852,1.1591167,1.0512297,0.77365541,1.6071428,1.2886852,1.1591167,1.0512297,0.68722522,0.69100952,0.67358136,0.68360811,0.69102925,0.39068678,1.1883163,0.59844267,0.46987206,0.40201941,139.22186,11.401774,2.3333333,4.1111112,5.7220078,7.2931032,10.658489,2.4454546,3.9705093,5.6342411,7.0981421,1579,22,91,260,581,0.013191851,0.13333334,0.069912612,0.03660471,0.021737836,0.59647959,0.2820513,0.2,0.20221788,0.20721112,1.2925651,0.62222224,0.7759847,0.86272591,0.95126688,3.5988781,1.7643235,2.7587636,3.1565862,3.4233155,4606,110,373,1028,2099,17992,49,370,1482,4230,31,2,1.6071428,110
311,67578.4280095,4361.40963431,67709.9188414,4334.16823593,460,23,76,179,279,18010,468,1934,4292,7724,0.0016978364,0.1181669,0.032877456,0.01436583,0.0056879772,0.00036969973,0.090909094,0.022884673,0.008644837,0.0029969064,3,0.77777779,0.23076923,4.1328979,1.4275286,1.9445851,2.3469238,2.6201985,9.5530024,7.5,9.9240913,12.547091,15.249525,0.72345352,1.7257152,1.3104014,1.1406393,1.0101511,0.72345352,1.7257152,1.3104014,1.1406393,1.0101511,0.68250751,0.705015,0.67381406,0.67710173,0.6816476,0.37180069,1.181403,0.66694444,0.52409518,0.42829219,134.28304,12.123574,2.3043478,3.9634147,5.5049019,7.1342592,11.381459,2.2584269,3.9446063,5.4126778,7.0952668,1579,24,83,205,433,0.01410726,0.11857708,0.073170729,0.044383269,0.028465239,0.58432794,0.30232558,0.23584905,0.23607647,0.2251462,1.3822588,0.57946992,0.76312488,0.87670135,0.98995084,3.697881,1.7467091,2.5861251,2.9798617,3.3466954,4606,89,343,773,1648,19131,53,325,1123,3082,17,2,1.7257152,89
312,67631.5765184,4354.1682583,67633.3021552,4264.8576015,15,4,8,11,14,13962,210,832,2141,4888,0.0013162239,0.11666667,0.025792051,0.0092876768,0.003896286,1.2055426e-005,0.029411765,0.0048396853,0.00076575007,0.00016861781,3,0.91666669,0.42857143,4.0947495,1.384142,1.9512326,2.2230806,2.4769273,9.017127,5.8536587,7.6352067,9.7136669,11.892344,0.70915174,1.3443909,1.1534926,1.0365703,0.95744246,0.70915174,1.3443909,1.1534926,1.0365703,0.95744246,0.68111593,0.65431285,0.65078342,0.66360211,0.67581433,0.36108619,1.0832416,0.67323232,0.47518349,0.38889182,89.327324,12.347909,2.4117646,3.9655173,5.7117648,7.3872547,11.600739,2.2,4.0196853,5.6553755,7.3263888,1579,18,59,171,409,0.014391768,0.17647059,0.10405324,0.055760529,0.031387001,0.57594484,0.22580644,0.22522523,0.1981982,0.19268897,1.4101355,0.74383128,0.86693233,0.96471989,1.0444492,3.7008429,1.8668569,2.5546927,3.1562762,3.4995527,4606,60,254,679,1584,19485,41,230,971,3014,3,3,1.3443909,60
313,67611.5596149,4248.9954327,67637.4438221,4279.34035352,16,5,11,15,16,13922,182,814,2129,4856,0.001312453,0.10111111,0.025234051,0.0092356214,0.0038707785,1.2859121e-005,0.036764707,0.0066545676,0.0010442047,0.00019270608,3,1.0833334,0.42857143,4.0947495,1.384142,1.9512326,2.2230806,2.4769273,9.017127,5.8536587,7.6352067,9.7136669,11.892344,0.70915174,1.3443909,1.1534926,1.0365703,0.95744246,0.70915174,1.3443909,1.1534926,1.0365703,0.95744246,0.68111593,0.65431285,0.65078342,0.66360211,0.67581433,0.36108619,1.0832416,0.67323232,0.47518349,0.38889182,39.884914,12.347909,2.4117646,3.9655173,5.7117648,7.3872547,11.600955,2.2166667,4.023622,5.6568484,7.3270202,1579,18,59,171,409,0.014391768,0.17647059,0.10405324,0.055760529,0.031387001,0.57594484,0.22580644,0.22522523,0.1981982,0.19268897,1.4101355,0.74383128,0.86693233,0.96471989,1.0444492,3.7008429,1.8668569,2.5546927,3.1562762,3.4995527,4606,60,254,679,1584,19485,41,230,971,3014,8,3,1.3443909,60
314,67566.0037007,4262.09903246,67625.364364,4252.09895514,545,16,62,161,260,14039,312,1406,3289,5888,0.0013234828,0.078777932,0.023901606,0.011008671,0.0043359413,0.00043801381,0.063241109,0.018669076,0.0077755242,0.0027928159,2,0.44444445,0.16666667,4.1315808,1.3408796,1.9195299,2.3367796,2.6153958,9.0815973,5.7894735,7.8723097,10.060694,12.295074,0.72337109,1.6178579,1.2997043,1.1381624,1.0093894,0.72337109,1.6178579,1.2997043,1.1381624,1.0093894,0.68249959,0.69188631,0.67281008,0.67688608,0.68158233,0.37163988,1.0381002,0.65295482,0.52069545,0.42718461,60.19709,12.124842,2.3913043,3.9878049,5.5147057,7.1388888,11.383196,2.3483145,3.9679301,5.423027,7.1001215,1579,24,83,205,433,0.014108867,0.12648222,0.073772959,0.044479862,0.028486723,0.58428055,0.25581396,0.22955975,0.23441397,0.22456141,1.3824162,0.61810124,0.76940578,0.8786093,0.99069798,3.6964264,1.8896741,2.6030886,2.9811506,3.3453059,4606,89,343,773,1648,19133,55,327,1125,3084,16,3,1.6178579,89
315,67571.5112806,4142.45826879,67593.6135448,4382.78907347,30906,261,1367,3756,8006,234558,3830,18021,42607,86046,0.022112222,0.17876729,0.13227199,0.065684594,0.037022281,0.024838999,0.2521739,0.14461018,0.085449085,0.044403773,9,4,0.40909091,4.1256537,1.4646158,2.046119,2.4698589,2.7212818,10.414403,17.413954,21.791574,26.5569,31.789978,0.79451793,2.3507888,1.6134551,1.3137152,1.1197239,0.79451793,2.3507888,1.6134551,1.3137152,1.1197239,0.68911445,0.75738525,0.70756084,0.69838369,0.69706583,0.40760902,1.1472825,0.72553712,0.57501405,0.45798481,241.34499,11.128644,2.326087,3.847826,5.3131313,6.9534111,10.387755,2.3913043,3.7049809,5.2695346,6.7931356,1579,47,139,298,602,0.012845458,0.058937199,0.041574102,0.029142778,0.019844703,0.60707527,0.31460676,0.27490774,0.2725724,0.25020957,1.2586249,0.42538911,0.61978793,0.76120001,0.89307725,3.6139317,1.8357089,2.4786692,2.8559654,3.2631471,4606,207,522,1139,2156,17561,107,531,1578,4179,260,2,2.3507888,207
316,67516.2919383,4127.0099647,67583.6592246,4149.07891386,542,20,108,204,281,13690,484,2074,3856,6334,0.0012905819,0.081474625,0.028877549,0.011553749,0.0043577198,0.00043560273,0.052910052,0.024708305,0.00878553,0.002769155,2,0.44444445,0.16666667,4.1485991,1.2691098,1.9351,2.3887575,2.6548901,9.1797724,6.0377359,8.2738304,10.550119,12.891704,0.7288515,1.6597091,1.370682,1.1790711,1.0315048,0.7288515,1.6597091,1.370682,1.1790711,1.0315048,0.68302703,0.6963402,0.68181634,0.68157595,0.68434769,0.37599805,0.89766312,0.66127515,0.54278576,0.43876061,70.889984,12.041191,2.5,3.9680851,5.4259257,7.0665188,11.28984,2.46789,3.9261215,5.3549571,7.0205278,1579,29,95,217,452,0.014002779,0.11111111,0.063829787,0.041171405,0.026962306,0.58740646,0.20754717,0.23770492,0.25019607,0.23404256,1.3720216,0.60251522,0.72956383,0.84812528,0.96945751,3.6993814,2.0697546,2.5688136,2.9059174,3.3041558,4606,109,379,817,1705,19001,70,373,1172,3187,22,2,1.6597091,109
317,67436.7538793,4301.49726049,67445.5889049,4410.18720872,48558,171,1686,5733,12865,463102,5309,31007,86396,171185,0.043657493,0.10700932,0.10351608,0.065115064,0.051916532,0.039025825,0.065068491,0.082231872,0.063330568,0.045681313,6,1.8102564,0.23999999,4.0980978,1.2025878,2.0095127,2.465565,2.817704,10.124803,16.657534,22.138769,27.625975,33.124302,0.8707934,2.3657341,1.8148323,1.4449561,1.2309412,0.8707934,2.3657341,1.8148323,1.4449561,1.2309412,0.69570321,0.75523078,0.72648978,0.71384591,0.70919496,0.44375917,0.78062719,0.71542859,0.57845944,0.49739754,109.04844,10.241445,2.5753424,3.8275862,5.2746477,6.6737685,9.4934864,2.431746,3.6976745,5.2105584,6.4042058,1579,74,204,427,752,0.011720285,0.043759514,0.027995903,0.02011599,0.015130049,0.62727159,0.19580419,0.28428927,0.2816568,0.28650367,1.148378,0.42270178,0.55101508,0.69206256,0.81238645,3.5229306,2.2752092,2.4453735,2.8262641,3.0917413,4606,315,774,1629,2568,16161,188,777,2247,5012,159,2,2.3657341,315
318,67432.3361936,4319.70413362,67521.2499016,4171.15156649,13284,83,517,1495,3242,116375,1682,8026,19836,41002,0.010970889,0.11640138,0.056503419,0.028014971,0.018041002,0.010676285,0.11806543,0.053904701,0.03182815,0.018595314,5,1.5333333,0.3125,4.1269388,1.360882,1.9260442,2.4018042,2.7244601,10.039297,11.891891,15.909958,19.92448,24.056641,0.79154646,1.9841999,1.5349396,1.2953308,1.1231986,0.79154646,1.9841999,1.5349396,1.2953308,1.1231986,0.68884778,0.72810787,0.70181435,0.69762373,0.69701111,0.40621096,0.98285925,0.64818794,0.54675221,0.46161431,173.1286,11.166667,2.4473684,4,5.4104233,6.9137053,10.411202,2.4294116,3.8724203,5.3756304,6.7523451,1579,39,140,308,592,0.01289368,0.078236133,0.043478262,0.028826296,0.02004646,0.60560024,0.24657534,0.23626374,0.2564525,0.25511509,1.2633498,0.50398147,0.6514914,0.77200359,0.89031452,3.6089728,1.9986588,2.6174028,2.90083,3.2055306,4606,170,533,1190,2132,17621,93,556,1661,4086,82,2,1.9841999,170
319,67500.8186239,4214.18622235,67520.6975179,4120.94457821,1178,24,122,272,464,21674,589,2449,5146,9149,0.0020432486,0.092254676,0.030158427,0.013200135,0.0063389433,0.00094675279,0.059113301,0.024158416,0.010150769,0.0046134265,3,1.2,0.33333334,4.144938,1.1865535,1.8921657,2.3637762,2.6998479,7.9297781,7.2727275,9.8726664,12.518028,15.20483,0.73234022,1.5967636,1.3796022,1.1910542,1.0496812,0.73234022,1.5967636,1.3796022,1.1910542,1.0496812,0.68336123,0.68929344,0.68388283,0.68402517,0.68577105,0.3774645,0.79103559,0.63487136,0.53213513,0.45451984,95.337166,11.988593,2.5862069,4.0198021,5.465517,6.9554567,11.226227,2.4778762,3.9727046,5.407701,6.9081812,1579,30,102,233,450,0.013936073,0.11330049,0.060396038,0.038662486,0.02658686,0.58937198,0.16363636,0.22588833,0.24434718,0.2480315,1.3654855,0.62626678,0.7248466,0.83959234,0.95267022,3.6854212,2.2415414,2.6296058,2.9375868,3.2221448,4606,113,403,883,1699,18918,75,406,1268,3123,25,2,1.5967636,113
320,67481.4921135,4201.49648731,67512.414876,4243.97945582,2335,7,55,189,422,22880,182,1146,3066,6614,0.0021569405,0.07871972,0.020545734,0.0096052485,0.0047487742,0.001876628,0.058333334,0.017405063,0.00861244,0.0044094753,2,0.69999999,0.33333334,4.1310201,1.3047132,1.7207888,2.227103,2.5779402,8.6615496,4.7058825,6.5269604,8.4184141,10.328012,0.72078443,1.2196002,1.1937839,1.110926,1.0061553,0.72078443,1.2196002,1.1937839,1.110926,1.0061553,0.68224949,0.63400531,0.66204345,0.67511302,0.68159324,0.37026057,0.96435326,0.54234976,0.48048949,0.41837919,52.545406,12.164765,2.5,4.2249999,5.6619048,7.178082,11.409466,2.4558823,4.1766467,5.5707135,7.1240263,1579,17,81,211,439,0.0141595,0.2,0.081645571,0.044611529,0.028274976,0.58278865,0.1724138,0.16774194,0.20984665,0.21972318,1.3873774,0.81994081,0.83767259,0.90014988,0.99388236,3.6918316,1.9794723,2.872664,3.0841541,3.3414373,4606,68,334,799,1669,19196,40,338,1189,3144,1,3,1.2196002,68
321,67501.3710075,4290.87605543,67507.4451525,4229.08283909,1,1,1,1,1,9202,50,360,1078,2378,0.00086748978,0.11111111,0.021037253,0.0072853588,0.003336055,8.0369506e-007,0.035714287,0.0011074197,9.8493059e-005,2.1014584e-005,2,0.83333331,0.5,4.1434484,1.4843777,1.669088,2.0676622,2.4776993,7.8054285,3.2,4.3165469,5.5902972,6.8688254,0.66253352,0.8870222,0.93070269,0.95143288,0.90349329,0.66253352,0.8870222,0.93070269,0.95143288,0.90349329,0.67641914,0.54406804,0.61609524,0.65096784,0.66457856,0.34135994,1.4843777,0.52834439,0.42717841,0.3926824,62.091038,13.146388,2.25,4.2558141,5.8811188,7.3333335,12.391012,2.2333333,4.2864866,5.7738972,7.3115578,1579,9,44,144,310,0.015404424,0.35714287,0.15503876,0.068748154,0.04112554,0.56217736,0.23076923,0.13580246,0.1660693,0.19663383,1.5093576,1.1273675,1.0744569,1.0510464,1.1068151,3.7819238,1.47219,2.929867,3.2936494,3.4379001,4606,30,185,544,1194,20745,18,183,841,2266,1,3,0.8870222,30
322,67443.3907846,4280.39333434,67543.8896763,4264.94503026,1873,17,81,227,454,24806,333,1654,3991,8397,0.0023385081,0.10671367,0.027004082,0.012317426,0.006014524,0.0015053209,0.11111111,0.022689076,0.010149334,0.0047222311,3,1.2,0.375,4.1406841,1.4146782,1.7915692,2.2833323,2.6102476,9.274621,6.3157897,8.6065578,10.975789,13.389057,0.72184968,1.4135897,1.2470311,1.1324774,1.0146018,0.72184968,1.4135897,1.2470311,1.1324774,1.0146018,0.68235254,0.66484892,0.66851693,0.67720163,0.68236238,0.37167531,1.1199536,0.57705975,0.50087517,0.42695498,101.67928,12.148289,2.3888888,4.1529412,5.5849056,7.1298404,11.392749,2.4303796,4.1171427,5.50559,7.0837822,1579,19,86,213,440,0.014138604,0.1633987,0.075070031,0.043458823,0.02799014,0.58340436,0.24242425,0.18787879,0.22302158,0.2258343,1.38533,0.70741886,0.80190462,0.8830198,0.98560828,3.6973474,1.8209543,2.7936246,3.0257609,3.3202939,4606,79,350,805,1671,19170,43,353,1184,3130,23,3,1.4135897,79
323,67534.5026129,4225.77245042,67537.2634936,4273.77255701,116,8,43,83,101,10056,200,903,1808,3196,0.00094799796,0.11111111,0.027557373,0.011247663,0.0043370994,9.3228628e-005,0.05882353,0.023497269,0.0072324853,0.0020293349,2,0.83333331,0.40000001,4.1637778,1.173016,1.8520257,2.2989643,2.6084611,8.6299772,4.3636365,5.9120235,7.5467095,9.2130213,0.66941381,1.1950141,1.137606,1.0341694,0.93672681,0.66941381,1.1950141,1.137606,1.0341694,0.93672681,0.67712861,0.63092977,0.65018672,0.66078711,0.66826749,0.34659737,0.81208795,0.61734194,0.50683218,0.42622793,48.079441,13.021546,2.5882354,4.0655737,5.5723686,7.142405,12.267261,2.4666667,4.1171875,5.4532628,7.1342669,1579,18,62,153,317,0.015246095,0.19852941,0.10218579,0.060561173,0.038999397,0.56667733,0.12903225,0.2008547,0.21997756,0.22110754,1.4938443,0.83681023,0.87903893,0.96695954,1.0675471,3.7887928,2.1855938,2.6669004,3.0139182,3.3339179,4606,60,256,567,1214,20548,44,248,847,2257,8,3,1.1950141,60
324,67525.1152037,4235.1517968,67585.3042695,4232.39322775,2206,20,101,243,461,22098,338,1609,3470,6886,0.0020832198,0.074903049,0.027352549,0.011614499,0.0050708712,0.0017729513,0.06666667,0.030412527,0.011735729,0.0049518775,2,0.6111111,0.18181819,4.1332178,1.2953346,1.950666,2.3493857,2.6213641,9.1007938,5.860465,7.9424992,10.14664,12.397742,0.72349477,1.5887082,1.3158164,1.1418818,1.0105325,0.72349477,1.5887082,1.3158164,1.1418818,1.0105325,0.68251151,0.68816483,0.67432028,0.67720979,0.6816802,0.37185064,0.9355194,0.67180616,0.52521712,0.42864454,60.252247,12.12294,2.48,3.9512196,5.5,7.1319447,11.382327,2.4526315,3.9562683,5.4178524,7.0976944,1579,26,83,205,433,0.014106456,0.12333333,0.072869621,0.044334974,0.028454499,0.5843516,0.21276596,0.2389937,0.23690774,0.22543859,1.3821801,0.62944221,0.75998449,0.87574738,0.98957723,3.6969323,2.0182803,2.5456591,2.9662971,3.3412764,4606,95,343,773,1648,19130,62,324,1122,3081,20,3,1.5887082,95
325,67463.8217164,4164.53092143,67509.255532,4184.67961236,1034,14,73,218,434,17902,332,1405,3974,7644,0.001687655,0.078449905,0.026440589,0.011264172,0.0057895384,0.0008310207,0.055335969,0.022530865,0.0094762007,0.0045977011,2,0.47619048,0.2,4.1574597,1.3061842,1.9249166,2.2924304,2.6342559,12.263689,5.6986303,7.7619514,9.9560394,12.166962,0.71281391,1.5226898,1.2942277,1.1330394,1.0187787,0.71281391,1.5226898,1.2942277,1.1330394,1.0187787,0.68147439,0.67999154,0.67205709,0.67754614,0.6825276,0.36850956,0.94995219,0.65495086,0.5011791,0.43357328,49.701118,12.289607,2.4782608,3.9876542,5.5999999,7.0919542,11.519974,2.402174,4.0214725,5.5630951,6.9975386,1579,24,82,216,436,0.014317827,0.13438736,0.074691355,0.042990655,0.028073521,0.56203753,0.20930232,0.22929937,0.22064617,0.23054588,1.4028907,0.65673256,0.77266157,0.88258189,0.98156744,3.7218728,1.9988564,2.5817618,3.0477095,3.2952578,4606,92,326,840,1625,19393,57,323,1204,3085,14,3,1.5226898,92
326,67394.0588075,4356.95023868,67486.6496544,4139.01138016,36440,154,837,3038,7124,341945,2630,14002,46513,97682,0.032235794,0.26086095,0.10316791,0.064925611,0.046806678,0.029286649,0.21906117,0.108,0.063430421,0.044712234,7,2.2333333,0.36842105,4.133213,1.4734263,1.9769593,2.3609653,2.7386053,14.828241,14.346067,18.198404,22.756277,27.228157,0.77925748,2.1826198,1.5143878,1.2725968,1.1218437,0.77925748,2.1826198,1.5143878,1.2725968,1.1218437,0.68773645,0.74584705,0.69855726,0.69609696,0.69604969,0.40051201,1.1727271,0.67873812,0.52672899,0.46801046,236.79192,11.326996,2.3157895,3.944,5.5,6.8637166,10.561441,2.1971831,3.9788868,5.4344192,6.7043562,1579,39,126,311,566,0.013097015,0.071123756,0.047483873,0.029126214,0.020793322,0.58348882,0.31506848,0.2489796,0.24143556,0.26115075,1.2832729,0.45816499,0.6603328,0.78579485,0.89138979,3.631676,1.7957082,2.5872459,2.9881887,3.1723034,4606,142,521,1197,2043,17874,88,493,1705,3878,126,2,2.1826198,142
327,67377.0414476,4303.69766108,67500.7632817,4317.83784051,28017,105,861,3221,7302,285889,2784,17247,52093,103037,0.026951291,0.15104167,0.10616805,0.065729134,0.044622138,0.022517124,0.10606061,0.078088157,0.060430385,0.040906876,5,0.9595238,0.23809524,4.1203122,1.3676423,1.9756058,2.4325044,2.7721376,8.2981615,13.150685,17.451199,21.823627,26.21019,0.80260271,2.171875,1.6028484,1.3304951,1.1462605,0.80260271,2.171875,1.6028484,1.3304951,1.1462605,0.68983603,0.74323863,0.70791322,0.70136452,0.698973,0.41122386,0.99859601,0.67968094,0.55990273,0.47811991,124.52725,11.026616,2.4222221,3.9328859,5.3608561,6.8093643,10.266609,2.3645833,3.8140352,5.3169184,6.6398325,1579,46,150,328,599,0.012716063,0.064646468,0.039633594,0.02675372,0.019461857,0.61103326,0.26436782,0.2542662,0.26532716,0.26832351,1.2459465,0.46043167,0.62388933,0.75159991,0.87240207,3.5890989,1.9716547,2.5483942,2.8681126,3.1527772,4606,192,570,1259,2149,17400,109,586,1753,4072,104,2,2.171875,192
328,67379.4450256,4310.18048351,67403.3078615,4171.19561154,9942,33,222,949,2397,101623,758,4603,16033,34402,0.0095801903,0.12085459,0.04446806,0.028700853,0.018939473,0.007990336,0.08128079,0.037030861,0.025373653,0.017901018,5,1.5666667,0.38461539,4.1133676,1.4230062,1.8882016,2.3244836,2.6923175,9.6530476,10.32258,13.572136,17.145168,20.693274,0.76150036,1.8362781,1.4021102,1.223002,1.0823735,0.76150036,1.8362781,1.4021102,1.223002,1.0823735,0.68610579,0.71540892,0.68731725,0.68990517,0.69128549,0.38950568,1.0946202,0.62564296,0.51426631,0.45249766,141.01854,11.567807,2.3793104,4.0545454,5.5401459,6.9633203,10.798089,2.25,4.0527472,5.4692526,6.8258133,1579,30,111,275,519,0.013402419,0.098522164,0.056046706,0.033261143,0.023068938,0.5900386,0.27272728,0.21860465,0.23351818,0.24805258,1.313197,0.5445798,0.7132107,0.81766021,0.92389548,3.6322019,1.8731145,2.6945014,3.0025721,3.2230887,4606,112,455,1057,1906,18254,69,446,1518,3607,51,2,1.8362781,112
329,67395.3368649,4179.72884331,67439.7471969,4164.93790824,1835,4,28,101,340,27741,194,817,2889,7545,0.0026151959,0.074845679,0.028368056,0.010666499,0.0069453521,0.0014747805,0.026143791,0.016364699,0.0057458188,0.0046477928,2,0.53333336,0.25,4.1260796,1.3544021,1.9493783,2.1784945,2.5737176,8.658515,5.2173915,6.8823528,8.8513136,10.816305,0.69673979,1.3592209,1.1608802,1.0542145,0.97461063,0.69673979,1.3592209,1.1608802,1.0542145,0.97461063,0.67989004,0.65684551,0.651972,0.66754943,0.67598557,0.35748038,1.0293455,0.67219943,0.46003962,0.41753593,46.808647,12.550063,2.4444444,3.9661016,5.7659574,7.1827674,11.782023,2.375,3.9958334,5.722826,7.1431479,1579,19,60,189,384,0.014648146,0.16993465,0.10227937,0.050972808,0.032370511,0.56839067,0.21212122,0.22566372,0.19060524,0.21796565,1.435256,0.73571557,0.86141539,0.94857359,1.0260508,3.7225995,1.898284,2.5496645,3.2035093,3.3469138,4606,72,240,736,1474,19804,44,234,1084,2751,7,3,1.3592209,72
330,67428.9291935,4175.17778637,67444.8715325,4078.46782628,3582,14,59,154,489,42954,265,1019,3251,9353,0.0040493538,0.1522551,0.089382045,0.023411311,0.012882698,0.0028788357,0.11666667,0.068524972,0.018946851,0.0099509573,3,1.0833334,0.375,4.157393,1.4726398,2.1004491,2.2209077,2.4672174,12.26668,6.0759492,7.3096447,9.1652737,11.177969,0.65450883,1.3938289,1.0956199,0.95490265,0.89878607,0.65450883,1.3938289,1.0956199,0.95490265,0.89878607,0.67558426,0.66181248,0.63655806,0.64857388,0.66449142,0.33836004,1.2517439,0.79227465,0.47670066,0.38742447,98.015175,13.295311,2.3125,3.7380953,5.703125,7.3917198,12.532132,2.1864407,3.6688743,5.7969642,7.3493776,1579,17,43,129,315,0.015593291,0.175,0.13356562,0.074064963,0.040841661,0.54054183,0.27586207,0.27215189,0.19410977,0.18941842,1.5278634,0.71744823,0.91272527,1.0472271,1.1126119,3.8092766,1.6838834,2.3129885,3.2011888,3.523217,4606,59,151,527,1205,20980,37,157,730,2321,16,3,1.3938289,59
331,67330.4080913,4069.2081819,67468.1940908,4094.80787722,2933,21,54,112,294,35752,254,742,1914,5686,0.003370408,0.26239669,0.15451895,0.046473794,0.016349511,0.0023572377,0.31818181,0.14285715,0.042617962,0.012899829,4,1.4166666,0.5,4.1578002,1.5696367,2.2014711,2.3814573,2.3821387,11.481109,5.3333335,5.9762845,7.2664452,8.8476734,0.60955119,1.5154221,1.0102577,0.84228921,0.79968888,0.60955119,1.5154221,1.0102577,0.84228921,0.79968888,0.67074972,0.68604112,0.61469632,0.62023789,0.64484131,0.31514817,1.8550252,0.93886262,0.5472914,0.36793092,140.14395,14.202154,2,3.4642856,5.4246573,7.509346,13.447894,1.9545455,3.3979592,5.5714288,7.5251799,1579,13,29,74,215,0.016743379,0.18181819,0.18253969,0.12290715,0.061120618,0.5241217,0.42857143,0.32352942,0.22541967,0.16885442,1.6405513,0.65988213,0.98984647,1.1872407,1.2504864,3.8910902,1.2737888,2.103754,3.030457,3.6831868,4606,44,98,287,834,22411,24,97,396,1607,18,3,1.5154221,44
